1,HGA01C,【Girlish】ピンク*ゼブラ/クロコ,ピンクの中からゼブラが飛び出すガーリーな封筒,260,envelope,4580407196316 ,10
2,HGB01C,【Girlish】ホワイト*花/クロコ,ホワイトの中から花が飛び出すガーリーな封筒,260,envelope,4580407196323 ,11
3,HGC01C,【Girlish】ブラック*花/クロコ,ブラックの中から花が飛び出すガーリーな封筒,260,envelope,4580407196330 ,12
4,HGD01C,【Girlish】オレンジ*レオパード/クロコ,オレンジの中からレオパードが飛び出すガーリーな封筒,260,envelope,4580407196347 ,13
5,HGE01C,【Girlish】ペールオレンジ*ダルメシアン/クロコ,ペールオレンジの中からダルメシアンが飛び出すガーリーな封筒,260,envelope,4580407196354 ,14
6,HNA01J,【Nadeshico】レッド*ブラック/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195715 ,1
7,HNB01J,【Nadeshico】オレンジ*ブラウン/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195722 ,2
8,HNC01J,【Nadeshico】ターゴイス*ブルー/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195739 ,3
9,HND01J,【Nadeshico】ピンク*ピンク/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195746 ,4
10,HNE01J,【Nadeshico】イエローホワイト*ブルー/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195753 ,5
11,HNF01J,【Nadeshico】ライトブルー*ピンクメイサイ/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195760 ,6
12,HNG01J,【Nadeshico】ピンク*チドリ/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195777 ,7
13,HNH01J,【Nadeshico】ホワイト*ブルーストライプ/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195784 ,8
14,HNI01J,【Nadeshico】パープル*マーブル/ジャガード,大人の女性はここが違う。スマートスタイリッシュ・・・,260,envelope,4580407195791 ,9
15,HOA01C,【Dandy】クロ*クロ/クロコ,おとこまえ,260,envelope,4580407192615 ,15
16,HOB01C,【Dandy】クロ*CEOパターン/クロコ,おとこまえ,260,envelope,4580407192622 ,16
17,HOC01C,【Dandy】革ブラウン*オレンジ/クロコ,おとこまえ,260,envelope,4580407192639 ,17
18,HOD01C,【Dandy】デニムブルー*ブルー/クロコ,おとこまえ,260,envelope,4580407192646 ,18
19,HOE01C,【Dandy】ミドリ*メイサイ/クロコ,おとこまえ,260,envelope,4580407192653 ,19
20,HOF01J,【Dandy】オレンジ*メイサイ/ジャガード,おとこまえ,260,envelope,4580407192660 ,20
21,HOG01J,【Dandy】ブルーグレー*チェック/ジャガード,おとこまえ,260,envelope,4580407192677 ,21
22,HOH01C,【Dandy】ライトグレー*ブラックステッチ/クロコ,おとこまえ,260,envelope,4580407192684 ,22
23,HOI01C,【Dandy】レッド*モノクロマーブル/クロコ,おとこまえ,260,envelope,4580407192691 ,23
24,HSA01B,【snappy】シンプルレッド,シンプル,260,envelope,4580407192868 ,24
25,HSB01B,【snappy】シンプルオレンジ,シンプル,260,envelope,4580407192875 ,25
26,HSC01B,【snappy】シンプルナイトブルー,シンプル,260,envelope,4580407192882 ,26
27,HSD01B,【snappy】シンプルグリーン,シンプル,260,envelope,4580407192899 ,27
28,CH01DF,【Card】ローズ＆ディアフロム・カード,Dear/From,100,card,4580407194350 ,305
29,CH01HB,【Card】ローズ＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194367 ,306
30,CH02DF,【Card】グラス＆ディアフロム・カード,Dear/From,100,card,4580407194374 ,307
31,CH02HB,【Card】グラス＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194381 ,308
32,CH03DF,【Card】ピンクサンフラワー＆ディアフロム・カード,Dear/From,100,card,4580407194398 ,309
33,CH03HB,【Card】ピンクサンフラワー＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194404 ,310
34,CH04DF,【Card】ピンクガーベラ＆ディアフロム・カード,Dear/From,100,card,4580407194411 ,311
35,CH04HB,【Card】ピンクガーベラ＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194428 ,312
36,CH05DF,【Card】サンフラワー＆ディアフロム・カード,Dear/From,100,card,4580407194435 ,313
37,CH05HB,【Card】サンフラワー＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194442 ,314
38,CH06DF,【Card】ガーベラ＆ディアフロム・カード,Dear/From,100,card,4580407194459 ,315
39,CH06HB,【Card】ガーベラ＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194466 ,316
40,CH07DF,【Card】ライン＆ディアフロム・カード,Dear/From,100,card,4580407194473 ,317
41,CH07HB,【Card】ライン＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194480 ,318
42,CH08DF,【Card】クラウン＆ディアフロム・カード,Dear/From,100,card,4580407194497 ,319
43,CH08HB,【Card】クラウン＆ハッピーバースディ・カード,HappyBirthday,100,card,4580407194503 ,320
44,CHG01,【SetingCard】ワッペン・セッティングカード,プリペイドカードなどをセットすることができる。,100,card,4580407194510 ,321
45,CHG02,【SetingCard】リボン・セッティングカード,プリペイドカードなどをセットすることができる。,100,card,4580407194527 ,322
46,CHKHB,【Card】ビッグフォントハッピーバースデ・カード,HappyBirthday,100,card,4580407194312 ,323
47,CHKTY,【Card】ビッグフォントサンキュー・カード,Thank you,100,card,4580407194336 ,324
48,CHKM,【Card】無地クラウン・カード,Simple,100,card,4580407194329 ,325
49,CHPM,【Card】ピンク無地クラウン・カード,Simple,100,card,4580407194343 ,326
50,CH09MC,【Card】ピンクサンタツリー＆メリークリスマス・カード,Merry Christmas,100,card,4580407194558 ,303
51,CH10MC,【Card】サンタツリー＆メリークリスマス・カード,Merry Christmas,100,card,4580407194565 ,301
52,CHKMC,【Card】ビッグフォントメリークリスマス・カード,Merry Christmas,100,card,4580407194534 ,302
53,CHPMC,【Card】ピンクビッグフォントメリークリスマス・カード,Merry Christmas,100,card,4580407194541 ,304
